iter	Logloss
126	0.4878630008
127	0.4878196977
128	0.487771207
129	0.4877246479
130	0.4876851334
131	0.4876494641
132	0.4876095954
133	0.4875696196
134	0.4875346735
135	0.4874824121
136	0.487431484
137	0.4874038473
138	0.4873936063
139	0.487356312
140	0.4873146815
141	0.4872934078
142	0.4872574588
143	0.4871891826
144	0.4870423595
145	0.4870140562
146	0.4869562651
147	0.486904459
148	0.4868596916
149	0.4868210372
150	0.4867874154
151	0.4867428801
152	0.4866973954
153	0.4866902645
154	0.4866580476
155	0.4866018963
156	0.4865957743
157	0.4865671942
158	0.48651404
159	0.4864651505
160	0.4864634511
161	0.4864209367
162	0.4863700651
163	0.4863413719
164	0.4862919289
165	0.4862525156
166	0.4862482716
167	0.4862144594
168	0.4861657455
169	0.4861288292
170	0.4860720887
171	0.4860195742
172	0.4859876013
173	0.4859467237
174	0.4859037807
175	0.4858561799
176	0.4858083946
177	0.4857695021
178	0.4857670379
179	0.4857203895
180	0.4856525746
181	0.485610075
182	0.4855626052
183	0.4855128884
184	0.4854870017
185	0.4854342969
186	0.4853973121
187	0.4853612142
188	0.4853261461
189	0.4852833221
190	0.4852430873
191	0.4852410159
192	0.4852125697
193	0.4851956473
194	0.4851534066
195	0.4851003267
196	0.4850515355
197	0.4850248839
198	0.4849848932
199	0.4849562804
200	0.4849543667
201	0.4849144802
202	0.4848772305
203	0.484840969
204	0.4848087996
205	0.4847528924
206	0.484724848
207	0.484694378
208	0.4846659557
209	0.4846171317
210	0.4845694625
211	0.4845333616
212	0.4844937162
213	0.4844584338
214	0.4844221275
215	0.4843876041
216	0.4843647858
217	0.4843272742
218	0.4842857211
219	0.4842699682
220	0.4842377959
221	0.4841826297
222	0.4841470378
223	0.4841357879
224	0.4841298713
225	0.4841279011
226	0.4840924103
227	0.4840627826
228	0.4840294585
229	0.4839864143
230	0.483964221
231	0.4839285606
232	0.4838927127
233	0.4838556803
234	0.4838333591
235	0.4837858655
236	0.4837536366
237	0.4837225179
238	0.4837008216
239	0.4836598012
240	0.4836242896
241	0.4835989625
242	0.4835767186
243	0.4835481147
244	0.4835210644
245	0.483496383
246	0.4834748743
247	0.4834365413
248	0.483410988
249	0.4833815865
250	0.4833499618
251	0.4833201971
252	0.483289248
253	0.4832595162
254	0.4832174659
255	0.4832161177
256	0.4831839662
257	0.4831567879
258	0.4831148865
259	0.4830878213
260	0.4830359438
261	0.483010322
262	0.4829959918
263	0.4829481857
264	0.4829112991
265	0.4828628233
266	0.4828271511
267	0.4827996126
268	0.4827624403
269	0.4827360418
270	0.4827101492
271	0.4826833548
272	0.4826487688
273	0.482619769
274	0.4825943794
275	0.4825729153
276	0.4825355496
277	0.4825079367
278	0.482476315
279	0.4824521039
280	0.4824290684
281	0.4824092293
282	0.4823880569
283	0.4823695719
284	0.4823678368
285	0.4823647624
286	0.4823427031
287	0.4823072481
288	0.4822848792
289	0.482262433
290	0.4822366326
291	0.4822015258
292	0.4821605173
293	0.4821225027
294	0.4820877233
295	0.4820533784
296	0.482028075
297	0.4819989116
298	0.4819728077
299	0.4819698821
300	0.4819562572
301	0.4819236385
302	0.4818888084
303	0.481859142
304	0.4818585498
305	0.4818331691
306	0.4818096187
307	0.4817789136
308	0.4817409467
309	0.4817080601
310	0.4816854502
311	0.4816611915
312	0.481646266
313	0.481584344
314	0.4815565109
315	0.4815304397
316	0.4815032852
317	0.4814691784
318	0.4814444375
319	0.4814088009
320	0.4813816018
321	0.4813480455
322	0.4813196381
323	0.4812928496
324	0.4812645463
325	0.4812223175
326	0.4812043385
327	0.4811700234
328	0.4811418718
329	0.4811175923
330	0.4810847176
331	0.4810724826
332	0.4810532238
333	0.4810311794
334	0.4809908762
335	0.480944826
336	0.4809265494
337	0.4808985229
338	0.4808796064
339	0.480842815
340	0.4808201754
341	0.4807943929
342	0.4807605628
343	0.4807350988
344	0.4807161168
345	0.4807000306
346	0.4806696797
347	0.4806448793
348	0.4806050374
349	0.4805778145
350	0.4805663503
351	0.4805278328
352	0.4805146365
353	0.4804944045
354	0.4804538305
355	0.4804530299
356	0.4804275093
357	0.4803999768
358	0.4803992238
359	0.4803674176
360	0.4803530457
361	0.4803264358
362	0.4802916891
363	0.4802702756
364	0.4802472104
365	0.4802003298
366	0.480186452
367	0.4801567052
368	0.480156366
369	0.4801349495
370	0.4801143931
371	0.4800883249
372	0.4800520901
373	0.4800001501
374	0.4799829658
375	0.4799600017
376	0.4799374781
377	0.4799061926
378	0.4798947463
379	0.479860827
380	0.4798317886
381	0.4798090179
382	0.4797887622
383	0.4797673427
384	0.4797362537
385	0.4797072748
386	0.4796833554
387	0.4796728644
388	0.4796433379
389	0.4796217458
390	0.4795952997
391	0.4795753266
392	0.4795613416
393	0.4795448001
394	0.4795284967
395	0.4795275473
396	0.4795243926
397	0.4794875953
398	0.4794738781
399	0.4794433874
400	0.4794270304
401	0.4793976854
402	0.4793662422
403	0.4793379568
404	0.4793240194
405	0.4792970048
406	0.4792826597
407	0.4792611718
408	0.4792355916
409	0.4792067318
410	0.4791877587
411	0.4791696458
412	0.4791503484
413	0.4791268516
414	0.4791118279
415	0.4790880781
416	0.479070486
417	0.479041647
418	0.4790004747
419	0.4789993468
420	0.4789899719
421	0.4789608918
422	0.4789252939
423	0.4789015352
424	0.4788793181
425	0.4788672081
426	0.4788526725
427	0.4788314554
428	0.4788126342
429	0.478787816
430	0.4787608966
431	0.4787348045
432	0.4787006441
433	0.4786707486
434	0.4786677159
435	0.4786492666
436	0.4786299186
437	0.4786058563
438	0.4785837285
439	0.4785624728
440	0.4785621424
441	0.4785474521
442	0.4785261963
443	0.4785251874
444	0.478523363
445	0.4785225208
446	0.4785206339
447	0.4785012858
448	0.4784813456
449	0.4784673189
450	0.4784637802
451	0.478439837
452	0.4784094117
453	0.4783712632
454	0.4783544211
455	0.4783444748
456	0.4783191506
457	0.4782976449
458	0.478277151
459	0.4782441096
460	0.4782043659
461	0.4781785924
462	0.4781465153
463	0.4781266167
464	0.4780980991
465	0.4780604476
466	0.4780506233
467	0.4780230075
468	0.478019326
469	0.4779995672
470	0.4779771091
471	0.4779607908
472	0.4779353863
473	0.477915818
474	0.4778833004
475	0.4778548424
476	0.4778165123
477	0.477794325
478	0.4777855751
479	0.4777502749
480	0.4777252543
481	0.4776988229
482	0.4776766595
483	0.4776539722
484	0.4776534662
485	0.4776285944
486	0.4776265409
487	0.4776219992
488	0.4775940888
489	0.4775685503
490	0.4775416518
491	0.4775224853
492	0.4775107949
493	0.4774968635
494	0.4774559889
495	0.4774296766
496	0.4774001203
497	0.4773689301
498	0.4773521773
499	0.4773167193
500	0.4772914814
501	0.4772630769
502	0.4772546038
503	0.4772360563
504	0.4772131071
505	0.4771894347
506	0.4771647415
507	0.4771477208
508	0.4771308847
509	0.4771097242
510	0.4770855577
511	0.477070546
512	0.4770313856
513	0.4770223946
514	0.4769975883
515	0.4769812611
516	0.4769540173
517	0.4769280175
518	0.4769010683
519	0.4768662323
520	0.4768488099
521	0.4768225929
522	0.4768034442
523	0.4767583673
524	0.4767370311
525	0.4767156117
526	0.4766898976
527	0.4766681955
528	0.4766493653
529	0.4766169281
530	0.4766054728
531	0.4765785118
532	0.4765582828
533	0.4765399377
534	0.4765237801
535	0.4765094945
536	0.4764873876
537	0.4764617479
538	0.476441885
539	0.4764270637
540	0.4764067574
541	0.4763832635
542	0.4763597935
543	0.4763473353
544	0.4763259664
545	0.4763233355
546	0.4763110053
547	0.4762865472
548	0.4762673569
549	0.4762485922
550	0.4762344494
551	0.4762245686
552	0.4761945956
553	0.4761945093
554	0.4761792952
555	0.4761631941
556	0.47613187
557	0.4761123821
558	0.4761117006
559	0.4761039179
560	0.4760826651
561	0.4760662367
562	0.4760330048
563	0.4759994516
564	0.4759742435
565	0.4759438926
566	0.4759145982
567	0.4758983602
568	0.475877664
569	0.4758621612
570	0.4758385453
571	0.4758141705
572	0.4758139116
573	0.4757871589
574	0.475786772
575	0.4757730429
576	0.4757561205
577	0.4757369778
578	0.4757359242
579	0.4757208351
580	0.4757000496
581	0.4756730081
582	0.4756613743
583	0.4756424638
584	0.4756249401
585	0.4756009493
586	0.4755915029
587	0.4755894196
588	0.4755694823
589	0.4755669615
590	0.475562655
591	0.4755345124
592	0.4755130632
593	0.4754978847
594	0.4754731707
595	0.4754452156
596	0.4754332246
597	0.4754172605
598	0.4753959958
599	0.4753659395
600	0.4753478296
601	0.4753294398
602	0.4753056008
603	0.4752930979
604	0.4752731963
605	0.4752555119
606	0.4752405657
607	0.4752270747
608	0.4752000452
609	0.4751776406
610	0.4751612509
611	0.475142391
612	0.4751127008
613	0.4750880671
614	0.4750717696
615	0.4750494424
616	0.4750248266
617	0.4749999399
618	0.4749839668
619	0.4749554195
620	0.4749418005
621	0.4749201668
622	0.4749102949
623	0.4748803725
624	0.474879313
625	0.4748544472
626	0.4748355515
627	0.4748197897
628	0.4747960429
629	0.4747777723
630	0.4747622159
631	0.4747596326
632	0.4747405762
633	0.4747274692
634	0.4747031152
635	0.4746809993
636	0.4746719667
637	0.4746445086
638	0.4746304581
639	0.4746135595
640	0.4745931281
641	0.4745705539
642	0.4745584796
643	0.4745345275
644	0.4745299829
645	0.474500498
646	0.4745000159
647	0.4744915308
648	0.4744687066
649	0.4744464777
650	0.4744314421
651	0.4744102667
652	0.474384511
653	0.4743642939
654	0.474340309
655	0.4743283389
656	0.4742984017
657	0.4742886815
658	0.4742644793
659	0.4742431819
660	0.4742243101
661	0.474206965
662	0.4741807956
663	0.4741655933
664	0.4741451263
665	0.4741332692
666	0.4741069689
667	0.4740944839
668	0.4740858381
669	0.4740810405
670	0.4740523474
671	0.4740519307
672	0.4740331541
673	0.4740234845
674	0.4740115471
675	0.4740086216
676	0.4739915741
677	0.4739750058
678	0.4739531489
679	0.473943387
680	0.4739430567
681	0.4739317383
682	0.4739037505
683	0.4738890363
684	0.4738759888
685	0.4738655425
686	0.4738445308
687	0.4738127007
688	0.4737883795
689	0.4737701922
690	0.4737499781
691	0.4737336717
692	0.473715285
693	0.473688687
694	0.4736796305
695	0.4736495683
696	0.4736229822
697	0.4736227769
698	0.4735978217
699	0.4735730601
700	0.4735410574
701	0.4735207927
702	0.4735184772
703	0.4734968346
704	0.4734815222
705	0.4734560195
706	0.4734287667
707	0.473408258
708	0.4733906123
709	0.4733569162
710	0.4733530204
711	0.4733336813
712	0.4733188898
713	0.473303509
714	0.4732855181
715	0.4732715033
716	0.4732593516
717	0.4732347417
718	0.4732267597
719	0.4732201972
720	0.4731991022
721	0.4731989474
722	0.4731684298
723	0.4731540193
724	0.47314007
725	0.4731227755
726	0.4731057072
727	0.4730903323
728	0.473076511
729	0.4730681689
730	0.4730498625
731	0.4730327376
732	0.4730025712
733	0.4729903898
734	0.4729759108
735	0.4729610895
736	0.4729482057
737	0.4729364498
738	0.472918944
739	0.4729188666
740	0.4729103251
741	0.4728865425
742	0.4728603731
743	0.4728499149
744	0.4728436709
745	0.4728246562
746	0.4728069718
747	0.472778609
748	0.4727492313
749	0.4727306809
750	0.4727194935
751	0.4727037079
752	0.4726821575
753	0.4726533572
754	0.4726529584
755	0.4726397115
756	0.472637018
757	0.4726125718
758	0.4725991553
759	0.4725852209
760	0.4725672032
761	0.4725452659
762	0.4725210161
763	0.4725103347
764	0.4725056561
765	0.4724898616
766	0.472477326
767	0.4724620256
768	0.4724515941
769	0.4724344425
770	0.4724212432
771	0.4724069041
772	0.4723849102
773	0.4723508451
774	0.472325003
775	0.4723048633
776	0.4722646911
777	0.4722542209
778	0.4722302628
779	0.4722091172
780	0.472188159
781	0.4721620849
782	0.4721329601
783	0.4721142877
784	0.4721039931
785	0.4720620531
786	0.4720382051
787	0.4720070774
788	0.4719937561
789	0.471969045
790	0.4719687712
791	0.4719542296
792	0.4719427059
793	0.4719261317
794	0.4718907659
795	0.4718718851
796	0.4718486473
797	0.4718386384
798	0.4718214541
799	0.4718021715
800	0.4717822312
801	0.471762407
802	0.4717256573
803	0.4716927618
804	0.4716703959
805	0.4716497116
806	0.4716434676
807	0.4716218964
808	0.4716081584
809	0.4715865991
810	0.4715750099
811	0.4715651885
812	0.471548147
813	0.471534049
814	0.4715120492
815	0.4714950285
816	0.4714801893
817	0.4714756953
818	0.471458874
819	0.4714346213
820	0.4714201333
821	0.4713994728
822	0.471393086
823	0.4713802706
824	0.4713613571
825	0.4713440328
826	0.4713195092
827	0.4713062356
828	0.4712908667
829	0.4712669383
830	0.4712482688
831	0.47124637
832	0.4712273077
833	0.4712066502
834	0.4711852039
835	0.4711510703
836	0.4711403918
837	0.4711097433
838	0.4710798031
839	0.4710608598
840	0.4710461665
841	0.4710274583
842	0.471001908
843	0.4709988425
844	0.4709812713
845	0.4709622566
846	0.4709477507
847	0.4709246438
848	0.4709048166
849	0.4708853019
850	0.4708726651
851	0.4708690878
852	0.470857817
853	0.4708385732
854	0.4708191061
855	0.4708026687
856	0.4707851302
857	0.4707607197
858	0.4707351247
859	0.4707321545
860	0.4707252379
861	0.4707083333
862	0.4706957441
863	0.4706701699
864	0.4706560183
865	0.4706331673
866	0.4706262953
867	0.4705932331
868	0.4705749803
869	0.4705746827
870	0.470567159
871	0.4705540222
872	0.4705392247
873	0.4705214808
874	0.4705060732
875	0.4704831627
876	0.4704633504
877	0.4704448595
878	0.4704239966
879	0.4704217704
880	0.4703963094
881	0.4703757024
882	0.4703585299
883	0.4703402384
884	0.4703197267
885	0.470313319
886	0.4702887597
887	0.4702618136
888	0.4702412959
889	0.4702325787
890	0.4702129777
891	0.4702003052
892	0.4701831238
893	0.4701547282
894	0.4701358653
895	0.470113434
896	0.4700920413
897	0.4700622112
898	0.4700542768
899	0.4700379912
900	0.4700190688
901	0.4700048963
902	0.4699892149
903	0.4699740573
904	0.4699579771
905	0.4699577598
906	0.4699455575
907	0.469920272
908	0.4699077007
909	0.4698957068
910	0.4698866087
911	0.4698683439
912	0.4698486685
913	0.4698444989
914	0.4698269038
915	0.4698065201
916	0.4697866929
917	0.4697735859
918	0.4697566128
919	0.4697394433
920	0.4697255536
921	0.4697005032
922	0.4696794409
923	0.4696701106
924	0.4696650601
925	0.4696457031
926	0.4696183968
927	0.469593281
928	0.4695606384
929	0.4695314006
930	0.4695146121
931	0.4694932819
932	0.4694711422
933	0.4694437734
934	0.4694111249
935	0.4693988155
936	0.4693632474
937	0.4693401791
938	0.4693299739
939	0.4693120187
940	0.4692903701
941	0.4692858374
942	0.4692824981
943	0.4692653881
944	0.4692464002
945	0.46922271
946	0.4692020881
947	0.469186249
948	0.469167523
949	0.469148416
950	0.4691338596
951	0.4691036575
952	0.4690897677
953	0.4690653245
954	0.4690496461
955	0.4690271165
956	0.4690100899
957	0.4689865216
958	0.4689603612
959	0.468947894
960	0.4689201383
961	0.4689148408
962	0.4689145937
963	0.4689049569
964	0.4688881208
965	0.4688650525
966	0.4688492074
967	0.4688304278
968	0.468820794
969	0.4688034876
970	0.468798568
971	0.4687746635
972	0.4687664582
973	0.4687592975
974	0.4687442292
975	0.4687164586
976	0.4687016909
977	0.4686867863
978	0.4686731525
979	0.4686554354
980	0.4686265279
981	0.4686179893
982	0.4686086412
983	0.4686086144
984	0.4686010847
985	0.468584942
986	0.468564844
987	0.4685472697
988	0.4685372579
989	0.4685275526
990	0.4685208444
991	0.4685205259
992	0.4685031421
993	0.4684893268
994	0.4684736543
995	0.4684631693
996	0.4684551545
997	0.4684385653
998	0.4684368689
999	0.4684324017
